OTU	Domain	Supergroup	Phylum	Class	Order	Family	Genus	Species	MDBC01_rep	MDBC03_rep	MDBC04_rep	MDBC05_rep	MDBC06_rep	MDBC09_rep	MDBC11_rep	MDBC18_rep	MDBC21_rep	MDBC28_rep	MDBC29_rep	MDBC30_rep	MDBC32_rep	MDBC33_rep	MDBC34_rep	MDBC35_rep	MDBC36_rep	MDBC37_rep	MDBC38_rep	MDBC42_rep	MDBC44_rep	MDBC45_rep	MDBC46_rep	
404	Eukaryota	SAR	Cercozoa	Granofilosea	Leucodictyida	Massisteriidae	Massisteria	marine metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	13	10	4	1	7	33	
405	Eukaryota	SAR	Cercozoa	Granofilosea	Leucodictyida	Massisteriidae	Massisteria	uncultured eukaryote	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	
406	Eukaryota	SAR	Cercozoa	Gromiidea	Gromiida	Gromiidae	Gromia		0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	
407	Eukaryota	SAR	Cercozoa	Gromiidea	Gromiida	Gromiidae	Gromia	Gromia melinus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408	Eukaryota	SAR	Cercozoa	Imbricatea					0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
409	Eukaryota	SAR	Cercozoa	Imbricatea	Marimonadida		Pseudopirsonia		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
410	Eukaryota	SAR	Cercozoa	Imbricatea			Nudifila	metagenome	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
411	Eukaryota	SAR	Cercozoa	Imbricatea			Nudifila	uncultured marine picoeukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
412	Eukaryota	SAR	Cercozoa	Imbricatea	Euglyphida				0	0	2	0	0	0	1	1	1	0	8	3	56	0	0	1	0	0	0	0	1	0	3	
413	Eukaryota	SAR	Cercozoa	Imbricatea	Thaumatomonadida				0	0	0	0	0	1	0	0	0	0	0	1	0	6	1	4	1	0	0	0	0	2	3	
414	Eukaryota	SAR	Cercozoa	(Cercozoa)		Incertae Sedis	Gymnophrys	Athalamea environmental sample	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
415	Eukaryota	SAR	Cercozoa	(Cercozoa)		Incertae Sedis	Gymnophrys	uncultured freshwater cercozoan	0	0	0	0	0	3	0	0	0	0	0	12	0	0	0	3	1	0	1	0	2	0	0	
416	Eukaryota	SAR	Cercozoa	Imbricatea		Metromonadea	Metromonas	Metromonas simplex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
417	Eukaryota	SAR	Cercozoa	(Cercozoa)		Incertae Sedis	Reticulamoeba		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
418	Eukaryota	SAR	Cercozoa	(Cercozoa)		Novel Clade 10		uncultured Cercozoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
419	Eukaryota	SAR	Cercozoa	(Cercozoa)		Novel Clade 2			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
420	Eukaryota	SAR	Cercozoa	(Cercozoa)		Novel Clade 2		uncultured eukaryote	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	
421	Eukaryota	SAR	Cercozoa	(Cercozoa)		Novel Clade 2		uncultured marine picoeukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
422	Eukaryota	SAR	Cercozoa	(Cercozoa)		Novel Clade Gran-3			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
423	Eukaryota	SAR	Cercozoa	(Cercozoa)		Novel Clade Gran-3		uncultured Cercozoa	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
424	Eukaryota	SAR	Cercozoa	(Cercozoa)		Novel Clade Gran-5			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
425	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeocalpida	Porospathidae	Porospathis	Porospathis holostoma	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
426	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeoconchia	Phaeoconchia			0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
429	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeocystina	Aulacanthidae	Auloceros	Auloceros arborescens	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
430	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeogymnocellida	Phaeodinidae	Phaeodina	Phaeodina sp. Go1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
431	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeogromida	Challengeridae	Challengeron	Challengeron diodon	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
432	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeogromida	Medusettidae	Medusetta	Medusetta parthenopaea	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
433	Eukaryota	SAR	Cercozoa	Phytomyxea	(Phytomyxea)	(Phytomyxea)			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
434	Eukaryota	SAR	Cercozoa	Phytomyxea	Plasmodiophora	Plasmodiophoridae	Plasmodiophora	Plasmodiophora brassicae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	
435	Eukaryota	SAR	Cercozoa	Thecofilosea					0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	
436	Eukaryota	SAR	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
437	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeosphaerida	Aulosphaeridae	Aulosphaera		0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
438	Eukaryota	SAR	Cercozoa	Thecofilosea				uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
439	Eukaryota	SAR	Cercozoa	Thecofilosea				uncultured	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	
440	Eukaryota	SAR	Cercozoa	(Cercozoa)				uncultured eukaryote	0	0	0	0	0	0	69	0	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	
441	Eukaryota	SAR	Cercozoa	(Cercozoa)				uncultured	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
442	Eukaryota	SAR	Cercozoa	(Cercozoa)				Cercozoa sp. M6MM	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
443	Eukaryota	SAR	Cercozoa	(Cercozoa)			Kiitoksia	Kiitoksia sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
445	Eukaryota	SAR	Cercozoa	(Cercozoa)				uncultured Cercozoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
446	Eukaryota	SAR	Cercozoa	(Cercozoa)				uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	15	1	0	3	0	0	1	0	0	0	2	0	0	
447	Eukaryota	SAR	Cercozoa	(Cercozoa)				uncultured marine eukaryote	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
448	Eukaryota	SAR	Cercozoa	Vampyrellidea	Vampyrellida	Vampyrellidae		uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
451	Eukaryota	SAR	Radiozoa	Acantharia	Acantharea Group I			uncultured eukaryote	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
452	Eukaryota	SAR	Radiozoa	Acantharia	Acantharea Group II				0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
453	Eukaryota	SAR	Radiozoa	Acantharia	Acantharea Group II			uncultured eukaryote	0	0	0	0	0	2	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
454	Eukaryota	SAR	Radiozoa	Acantharia	Acantharea Group II			uncultured marine eukaryote	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
455	Eukaryota	SAR	Radiozoa	Acantharia	Acantharea Group VI				0	0	0	0	0	0	6	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
456	Eukaryota	SAR	Radiozoa	Acantharia	Holacanthida 	Acanthochiasmidae	Acanthochiasma	Acanthochiasma sp. JD-2012	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
457	Eukaryota	SAR	Radiozoa	Acantharia	Acantharea Group VI			uncultured eukaryote	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
458	Eukaryota	SAR	Radiozoa	Acantharia	Chaunocanthida				0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
459	Eukaryota	SAR	Radiozoa	Acantharia	Chaunocanthida			uncultured eukaryote	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
460	Eukaryota	SAR	Foraminifera	(Foraminifera)					0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	1	0	
461	Eukaryota	SAR	Foraminifera	Globothalamea	Rotaliida				0	0	0	0	0	0	22	0	0	0	0	0	0	43313	1	63	3	58	167	4360	42	1549	8093	
462	Eukaryota	SAR	Foraminifera	Tubothalamea	Miliolida				0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	0	0	0	1	9	
463	Eukaryota	SAR	Radiozoa	Polycystinea	Collodaria				0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
464	Eukaryota	SAR	Radiozoa	Polycystinea	Collodaria			AT8-54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
465	Eukaryota	SAR	Radiozoa	Polycystinea	Nassellaria	Trissocyclidae	Ceratospyris		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
467	Eukaryota	SAR	Radiozoa	Polycystinea	Spumellaria	Actinommidae	Cladococcus		0	0	3	1	0	1	0	1	3	1	33	0	0	0	0	0	0	0	0	0	0	0	0	
469	Eukaryota	SAR	Radiozoa	Polycystinea	Spumellaria	Spongodiscidae	Spongopyle		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
470	Eukaryota	SAR	Radiozoa	Polycystinea	Spumellaria	Myelastridae	Triastrum		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
472	Eukaryota	SAR	Radiozoa	Polycystinea	Spumellaria			uncultured marine eukaryote	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
473	Eukaryota	SAR	Radiozoa	Polycystinea		RAD A			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	
474	Eukaryota	SAR	Radiozoa	Polycystinea		RAD A		uncultured eukaryote	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
475	Eukaryota	SAR	Radiozoa	Polycystinea		RAD B			0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
476	Eukaryota	SAR	Radiozoa	Polycystinea		RAD B		uncultured eukaryote	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	
479	Eukaryota	SAR	Radiozoa	Polycystinea		RAD C		uncultured marine eukaryote	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
480	Eukaryota	SAR	Radiozoa	Polycystinea		RAD C		uncultured marine Polycystinea	0	1	0	0	1	9	9	0	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	
482	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Bicosoecales				0	1	0	2	0	0	0	0	0	1	0	0	0	21	0	38	1	104	0	0	24	2	16	
483	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Bicosoecales	Bicosoecaceae	Bicosoeca		0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	18	0	0	1	0	6	
484	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Bicosoecales	Bicosoecaceae	Bicosoeca	Bicosoeca kenaiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
485	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Bicosoecales	Bicosoecaceae	Bicosoeca	Bicosoeca vacillans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
486	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Bicosoecales	Bicosoecaceae	Bicosoeca	Stramenopile sp. MESS21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
487	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Bicosoecales	Bicosoecaceae	Bicosoeca	uncultured marine eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	18	0	0	1	0	2	
488	Eukaryota	SAR	Bigyra	Bicoecea	Anoecida	Caecitellidae	Caecitellus		0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	24	0	102	0	0	1	1	30	
489	Eukaryota	SAR	Bigyra	Bicoecea	Anoecida	Caecitellidae	Caecitellus	Caecitellus paraparvulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
490	Eukaryota	SAR	Bigyra	Bicoecea	Anoecida	Caecitellidae	Caecitellus	Caecitellus parvulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	60	0	0	0	0	22	
491	Eukaryota	SAR	Bigyra	Bicoecea	Anoecida	Caecitellidae	Caecitellus	Caecitellus sp. RCC1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	0	1	0	1	
492	Eukaryota	SAR	Bigyra	Bicoecea	Anoecida	Caecitellidae	Caecitellus	uncultured picobiliphyte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
493	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Anoecida	Cafeteriidae	Cafeteria		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	
