OTU	Domain	Supergroup	Phylum	Class	Order	Family	Genus	Species	MDBC01_rep	MDBC03_rep	MDBC04_rep	MDBC05_rep	MDBC06_rep	MDBC09_rep	MDBC11_rep	MDBC18_rep	MDBC21_rep	MDBC28_rep	MDBC29_rep	MDBC30_rep	MDBC32_rep	MDBC33_rep	MDBC34_rep	MDBC35_rep	MDBC36_rep	MDBC37_rep	MDBC38_rep	MDBC42_rep	MDBC44_rep	MDBC45_rep	MDBC46_rep	
47	Eukaryota	Amorphea	Amoebozoa	Hilomonadea	Rigifilida	Rigifilidae	Rigifila	Rigifila ramosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
48	Eukaryota	Amorphea	Amoebozoa	Discosea	Dermamoebida	Dermamoebidae	Mycamoeba		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
50	Eukaryota	Amorphea	Amoebozoa	Myxogastria					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
51	Eukaryota	Amorphea	Amoebozoa	Protosporangiida		Protosporangiidae	Protosporangium	uncultured marine eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	2	1	1	
52	Eukaryota	Amorphea	Amoebozoa	Variosea	Protosteliida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
53	Eukaryota	Amorphea	Amoebozoa	Variosea	Protosteliida			metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	2	0	3	
54	Eukaryota	Amorphea	Amoebozoa	Variosea	Protosteliida	Protosteliidae	Protostelium	Protostelium mycophagum	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
55	Eukaryota	Amorphea	Amoebozoa	Variosea	Protosteliida	Protosteliaceae	Schoutedamoeba	Schoutedamoeba minuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
56	Eukaryota	Amorphea	Bigyra	Labyrinthulomycetes	Amphifilida	Sorodiplophryidae	Sorodiplophrys		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	0	0	5	3	
57	Eukaryota	Amorphea	Amoebozoa	Amoebozoa incertae sedis	Schizoplasmodiida				0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58	Eukaryota	Amorphea	Amoebozoa	Amoebozoa incertae sedis	Schizoplasmodiida	Phalansteriidae	Phalansterium		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
59	Eukaryota	Amorphea	Amoebozoa	Amoebozoa incertae sedis	Schizoplasmodiida	Phalansteriidae	Phalansterium	uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
60	Eukaryota	Amorphea	Amoebozoa	Tubulinea					0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	
61	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Arcellinida	Echinamoebida	Echinamoeba		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	
62	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Arcellinida	Echinamoebida	Vermamoeba		0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Euamoebida	Hartmannellidae	BOLA868		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Euamoebida	Hartmannellidae	BOLA868	uncultured Hartmannellidae	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65	Eukaryota	Amorphea	Heterokontophyta	Bacillariophyceae	Rhopalodiales	Rhopalodiaceae	Pyxidicula	Pyxidicula operculata	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
66	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	
67	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 	Flabellula		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	
68	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 	Flabellula	Flabellula citata	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 	Flabellula	Flabellula sp. AK-2016a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	
70	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 	Flabellula	metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
71	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 	Flabellula	Paraflabellula sp. RT1TT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
72	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 		Flabellulidae sp. SEDF/I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
73	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 	NETC3-I		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
74	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 	NETC3-I	Flabellulidae sp. STAR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
75	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Flabellulidae 	Paraflabellula	Paraflabellula reniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
76	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida	Rhizamoebidae	Rhizamoeba		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
77	Eukaryota	Amorphea	Amoebozoa	Tubulinea	Leptomyxida			uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	
78	Eukaryota	Amorphea	Amoebozoa	Tubulinea				metagenome	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79	Eukaryota	Amorphea	Amoebozoa	uncultured				marine metagenome	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
85	Eukaryota	Fungi	Aphelidiomycota	Aphelidiomycetes	Aphelidiales	Aphelidea	Paraphelidium		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86	Eukaryota	Fungi	Aphelidiomycota	Aphelidiomycetes	Aphelidiales	Aphelidea	Aphelidea	uncultured	0	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
88	Eukaryota	Fungi	Blastocladiomycota	(Blastocladiomycota)					0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93	Eukaryota	Fungi	Rozellomycota	(Rozellomycota)					0	0	0	0	0	3	6	0	1	2	0	0	346	2	0	1	0	0	0	0	3	5	0	
95	Eukaryota	Fungi	Neocallimastigomycota	(Neocallimastigomycota)					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
96	Eukaryota	Fungi	(Fungi)	(Fungi)				uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102	Eukaryota	Archaeplastida	Chloroplastida	Klebsormidiophyceae	Klebsormidiales	Klebsormidiaceae	Klebsormidium		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
103	Eukaryota	Archaeplastida	Chloroplastida	Streptophyta					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
104	Eukaryota	Archaeplastida	Chloroplastida	Charophyceae					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
106	Eukaryota	Archaeplastida	Chloroplastida	Zygnematophyceae	Zygnematales				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
107	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta					0	1	2	0	1	4	2	1	0	1	0	2	0	0	0	2	3	8	0	0	0	0	1	
108	Eukaryota	Archaeplastida	Chloroplastida	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	1	0	
109	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae					0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	2	
110	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae	Chaetophorales	Chaetophoraceae	Chaetophora		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
112	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae	Incertae Sedis	Characiochloridaceae	Chlamydopodium		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
113	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae	Sphaeropleales				0	1	0	0	0	0	0	1	2	0	0	4	1	1	0	0	0	0	0	4	1	2	1	
115	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae	Sphaeropleales	Mychonastaceae	Mychonastes		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
116	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
117	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae	uncultured Chlorophyta				0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
118	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Clade IX				0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
119	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Clade IX			uncultured prasinophyte	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
120	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Clade VII	Subclade A			0	2	0	0	0	4	0	0	7	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
121	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Clade VII	Subclade A		uncultured Chlorophyta	0	1	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
122	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Clade VII	Subclade A		uncultured eukaryote	0	0	0	0	0	6	3	1	5	1	9	0	0	0	0	0	0	0	0	0	0	0	0	
123	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Clade VII	Subclade B			0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	
124	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Clade VII	Subclade B		uncultured eukaryote	0	0	0	0	0	3	3	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
127	Eukaryota	Archaeplastida	Chloroplastida	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
128	Eukaryota	Archaeplastida	Chloroplastida	Prasinophytae					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
129	Eukaryota	Archaeplastida	Chloroplastida	Prasinophytae	Prasinococcales	Prasinococcaceae	Prasinococcus		0	0	0	0	0	1	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	
130	Eukaryota	Archaeplastida	Chloroplastida	Prasinophytae	Pseudoscourfieldiales	Prasinodermataceae	Prasinoderma		0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	2	
133	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Chlorellales				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
134	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	
135	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chloroidium		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
136	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
137	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Trebouxiophyceae Incertae Sedis				0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
138	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Trebouxiophyceae Incertae Sedis	Coccomyxaceae	Coccomyxa		0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
139	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Trebouxiophyceae Incertae Sedis	Trebouxiophyceae Incertae Sedis	Lemmermannia		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
141	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Trebouxiophyceae Incertae Sedis	Trebouxiophyceae Incertae Sedis	Apatococcus	uncultured Apatococcus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
142	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta				uncultured Chlorophyta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	
143	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae				uncultured eukaryote	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	7	0	2	
146	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Cladophorales	Siphonocladaceae	Ernodesmis		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
147	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Dasycladales				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Dasycladales	Polyphysaceae	Acetabularia		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
149	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	Ostreobium sp. OS1B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
150	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Ulvales				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	
151	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Ulvales	Cloniophoraceae	Cloniophora		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
152	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Ulvales	Ulvaceae	Ruthnielsenia		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
153	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	
154	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae				Ulvophyceae sp. MBIC10461	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
155	Eukaryota	Archaeplastida	Rhodophyceae	Bangiophyceae	Bangiales				0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	1	0	0	1	0	0	0	0	
156	Eukaryota	Archaeplastida	Rhodophyceae	Bangiophyceae	Bangiales	Bangiaceae	Bangia		0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159	Eukaryota	Archaeplastida	Rhodophyceae	Bangiophyceae	Bangiales	Porphyra-Pyropia	Porphyra	Porphyra tenuipedalis	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
161	Eukaryota	Archaeplastida	Rhodophyceae	Bangiophyceae	Bangiales	Porphyra-Pyropia	Pyropia	Pyropia pseudolinearis	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162	Eukaryota	Archaeplastida	Rhodophyceae	Bangiophyceae	Bangiales	Porphyra-Pyropia	Wildemania	Wildemania amplissima	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
163	Eukaryota	Archaeplastida	Rhodophyceae	Florideophycidae					0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
164	Eukaryota	Archaeplastida	Rhodophyceae	Florideophycidae	Corallinales	Hapalidiaceae	Hapalidiaceae sp. ASB467	Hapalidiaceae sp. ASB467	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165	Eukaryota	Archaeplastida	Rhodophyceae	Florideophycidae	Hildenbrandiales	Hildenbrandiophycidae	Hildenbrandia		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166	Eukaryota	Archaeplastida	Rhodophyceae	Florideophycidae	Batrachospermales	Batrachospermaceae	Chantransia	Chantransia pygmaea	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
167	Eukaryota	Archaeplastida	Rhodophyceae	Florideophycidae	Thoreales	Thoreaceae	Thorea		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
168	Eukaryota	Archaeplastida	Rhodophyceae	Florideophycidae	Ceramiales	Rhodomelaceae	Murrayella	Murrayella periclados	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
169	Eukaryota	Archaeplastida	Rhodophyceae	Florideophycidae	Nemastomatales	Schizymeniaceae	Titanophora	Titanophora weberae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
170	Eukaryota	Archaeplastida	Rhodophyceae	Rhodellophyceae	Dixoniellales	Dixoniellaceae	Dixoniella	Dixoniella grisea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	
171	Eukaryota	Archaeplastida	Rhodophyceae	Stylonematales					0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
172	Eukaryota	SAR	Cryptista	Cryptophyceae	Cryptomonadales				0	0	0	0	3	0	1	0	0	0	1	0	0	7	0	1	0	0	0	0	1	0	0	
173	Eukaryota	SAR	Cryptista	Cryptophyceae	Pyrenomonadales	 Chroomonadaceae	Chroomonas		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
174	Eukaryota	SAR	Cryptista	Platysulcea	Platysulcida	Platysulcidae	Platysulcus	Platysulcus tardus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
175	Eukaryota	SAR	Cryptista	Cryptophyceae	Rhodomonas				0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
176	Eukaryota	SAR	Cryptista	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhinomonas	Rhinomonas pauca	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	
177	Eukaryota	SAR	Cryptista	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	Rhodomonas marina	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
179	Eukaryota	SAR	Cryptista	Goniomonadea	 Goniomonadida	Goniomonadidae	Goniomonas	Goniomonas aff. amphinema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
180	Eukaryota	SAR	Cryptista	Goniomonadea	 Goniomonadida	Goniomonadidae	Goniomonas	Goniomonas sp. ATCC 50108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	
181	Eukaryota	SAR	Cryptista	Goniomonadea	 Goniomonadida	Goniomonadidae	Goniomonas	Goniomonas sp. SH-3	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	4	
182	Eukaryota	SAR	Cryptista	Leucocryptea	 Kathablepharidida	Kathablepharidae	Hatena	Hatena arenicola	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183	Eukaryota	SAR	Cryptista	Leucocryptea	 Kathablepharidida	Kathablepharidae	Leucocryptos	uncultured eukaryote	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
184	Eukaryota	SAR	Cryptista	Leucocryptea	 Kathablepharidida	Kathablepharidae		uncultured Katablepharidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
185	Eukaryota	Discoba	(Discoba)	(Discoba)					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
186	Eukaryota	Discoba	Euglenozoa	(Euglenozoa)					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
187	Eukaryota	Discoba	Euglenozoa	Diplonemea					0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	3	1	0	7	
188	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae 	Diplonema		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	6	0	0	11	
189	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae 	Diplonema	Diplonema sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
190	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae 	Diplonema	Diplonemida sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
191	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae 	Rhynchopus		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	
192	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae 	SCM38C39 marine group		0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	11	0	1	1	0	0	2	0	
193	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae 	SCM38C39 marine group	Diplonema sp. ATCC 50224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	
194	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae 	SCM38C39 marine group	uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
195	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae 	SCM38C39 marine group	uncultured marine eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
196	Eukaryota	Discoba	Euglenozoa	Euglenoidea	Euglenida				0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198	Eukaryota	Discoba	Euglenozoa	Stavomonadea 	Petalomonadida	Scytomonadidae	Petalomonas		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	7	0	0	0	5	
199	Eukaryota	Discoba	Euglenozoa	Diplonemea	Diplonemida	Hemistasiidae		Hemistasiidae sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	
200	Eukaryota	Discoba	Euglenozoa	Kinetoplastea					0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	5	0	0	0	9	5	
201	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	Eubodonida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
203	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	Trypanosomatida				0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	
204	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	Prokinetoplastida 		Ichthyobodo		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
205	Eukaryota	Excavata	Percolozoa	Heterolobosea	Acrasiales	Acrasiaceae	Allovahlkampfia		0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	
206	Eukaryota	Excavata	Percolozoa	Heterolobosea	Schizopyrenida	Vahlkampfiidae	Neovahlkampfia		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
207	Eukaryota	Excavata	Percolozoa	Heterolobosea	Schizopyrenida	Vahlkampfiidae	Neovahlkampfia		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
208	Eukaryota	Excavata	Percolozoa	Heterolobosea	Schizopyrenida	Vahlkampfiidae	Neovahlkampfia	Neovahlkampfia damariscottae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
209	Eukaryota	Excavata	Loukozoa 	Jakobea 	Jakobida			Jakobida sp. AY-2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
211	Eukaryota	Excavata	Loukozoa 	Jakobea 	Jakobida	Stygiellidae	Stygiella	Stygiella agilis	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
212	Eukaryota	Excavata	Loukozoa 	Jakobea 	Jakobida			uncultured Jakobida	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
213	Eukaryota	Excavata	Loukozoa 	Jakobea 	Jakobida			uncultured marine eukaryote	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
214	Eukaryota	Excavata	Loukozoa 	Jakobea 	Jakobida		RM1-SGM49	uncultured eukaryote	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215	Eukaryota	Excavata	(Excavata)	(Excavata)					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	
