OTU	Domain	Phylum	Class	Order	Family	Genus	MDBC01_rep	MDBC03_rep	MDBC04_rep	MDBC05_rep	MDBC06_rep	MDBC09_rep	MDBC11_rep	MDBC18_rep	MDBC21_rep	MDBC28_rep	MDBC29_rep	MDBC30_rep	MDBC32_rep	MDBC33_rep	MDBC34_rep	MDBC35_rep	MDBC36_rep	MDBC37_rep	MDBC38_rep	MDBC42_rep	MDBC44_rep	MDBC45_rep	MDBC46_rep
1236	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	(Gemmatimonadaceae)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1237	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1238	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1239	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
1240	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1241	Bacteria	Gemmatimonadota	PAUC43f marine benthic group	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1242	Bacteria	GN01	uncultured organism	(uncultured organism)	(uncultured organism)	(uncultured organism)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1243	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1244	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	(Hydrogenedensaceae)	1	5	0	1	23	9	2	6	8	4	0	0	1	0	0	2	8	6	0	0	0	1	0
1245	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	metagenome	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1246	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	uncultured bacterium	2	7	6	16	118	38	0	0	36	13	0	0	0	0	0	0	56	26	0	0	1	0	0
1247	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	uncultured organism	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1248	Bacteria	Latescibacterota	(Latescibacterota)	(Latescibacterota)	(Latescibacterota)	(Latescibacterota)	3	1	2	3	14	9	0	10	12	9	0	0	0	0	0	0	3	7	1	0	2	0	9
1249	Bacteria	Latescibacterota	bacterium enrichment culture clone 58	(bacterium enrichment culture clone 58)	(bacterium enrichment culture clone 58)	(bacterium enrichment culture clone 58)	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1250	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	(Latescibacteraceae)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1251	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus Latescibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1252	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	uncultured bacterium	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2
1253	Bacteria	Latescibacterota	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	(uncultured bacterium)	1	1	0	0	2	0	2	0	2	0	0	0	1	4	2	0	1	3	2	4	3	4	23
1254	Bacteria	LCP-89	(LCP-89)	(LCP-89)	(LCP-89)	(LCP-89)	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1255	Bacteria	LCP-89	saltmarsh clone LCP-89	(saltmarsh clone LCP-89)	(saltmarsh clone LCP-89)	(saltmarsh clone LCP-89)	7	3	3	2	1	1	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1256	Bacteria	LCP-89	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	(uncultured bacterium)	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	3	0
1257	Bacteria	Margulisbacteria	(Margulisbacteria)	(Margulisbacteria)	(Margulisbacteria)	(Margulisbacteria)	2	0	0	0	0	0	7	0	3	1	2	0	0	0	0	2	5	3	1	0	7	37	2
1258	Bacteria	Margulisbacteria	metagenome	(metagenome)	(metagenome)	(metagenome)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1259	Bacteria	Margulisbacteria	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	(uncultured bacterium)	0	0	0	1	0	0	7	1	1	1	3	0	0	0	0	1	1	5	0	2	11	25	5
1260	Bacteria	Margulisbacteria	uncultured Candidatus Marinimicrobia bacterium	(uncultured Candidatus Marinimicrobia bacterium)	(uncultured Candidatus Marinimicrobia bacterium)	(uncultured Candidatus Marinimicrobia bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1261	Bacteria	Margulisbacteria	uncultured marine bacterium	(uncultured marine bacterium)	(uncultured marine bacterium)	(uncultured marine bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1
1262	Bacteria	Margulisbacteria	uncultured marine cyanobacterium	(uncultured marine cyanobacterium)	(uncultured marine cyanobacterium)	(uncultured marine cyanobacterium)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1263	Bacteria	Marinimicrobia (SAR406 clade)	(Marinimicrobia (SAR406 clade))	(Marinimicrobia (SAR406 clade))	(Marinimicrobia (SAR406 clade))	(Marinimicrobia (SAR406 clade))	1	0	1	1	5	1	3	0	1	1	0	0	0	2	0	3	1	0	0	2	3	0	3
1264	Bacteria	Marinimicrobia (SAR406 clade)	marine metagenome	(marine metagenome)	(marine metagenome)	(marine metagenome)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1265	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	(uncultured bacterium)	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	3	1
1266	Bacteria	Marinimicrobia (SAR406 clade)	uncultured marine bacterium	(uncultured marine bacterium)	(uncultured marine bacterium)	(uncultured marine bacterium)	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1267	Bacteria	MAT-CR-M4-B07	uncultured organism	(uncultured organism)	(uncultured organism)	(uncultured organism)	2	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1268	Bacteria	MBNT15	(MBNT15)	(MBNT15)	(MBNT15)	(MBNT15)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5
1269	Bacteria	MBNT15	Actinobacteria bacterium RBG_13_63_9	(Actinobacteria bacterium RBG_13_63_9)	(Actinobacteria bacterium RBG_13_63_9)	(Actinobacteria bacterium RBG_13_63_9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1270	Bacteria	MBNT15	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	(uncultured bacterium)	10	0	0	3	1	3	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	3
1271	Bacteria	MBNT15	uncultured delta proteobacterium	(uncultured delta proteobacterium)	(uncultured delta proteobacterium)	(uncultured delta proteobacterium)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1272	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	100	14	6	15	9	13	5	4	8	10	2	0	1	0	0	0	0	0	1	3	7	1	0
1273	Bacteria	Myxococcota	(Myxococcota)	(Myxococcota)	(Myxococcota)	(Myxococcota)	0	0	2	0	0	4	0	0	4	0	0	2	0	0	0	2	6	9	3	0	5	1	9
1274	Bacteria	Myxococcota	bacteriap25	(bacteriap25)	(bacteriap25)	(bacteriap25)	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	4
1275	Bacteria	Myxococcota	bacteriap25	metagenome	(metagenome)	(metagenome)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
1276	Bacteria	Myxococcota	bacteriap25	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	1
1277	Bacteria	Myxococcota	Myxococcia	Myxococcales	(Myxococcales)	(Myxococcales)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
1278	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1279	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	(Myxococcaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1280	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	2	0	3	1	2	2	2	1	3	0	0	0	0	8	0	9	0	84	2	0	0	14	34
1281	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1282	Bacteria	Myxococcota	Polyangia	(Polyangia)	(Polyangia)	(Polyangia)	1	0	0	0	0	0	1	0	0	0	0	0	7	4	0	1	0	39	1	0	2	1	19
1283	Bacteria	Myxococcota	Polyangia	Blfdi19	(Blfdi19)	(Blfdi19)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	14	2	0	0	2	0
1284	Bacteria	Myxococcota	Polyangia	Blfdi19	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	1	3	6
1285	Bacteria	Myxococcota	Polyangia	Blfdi19	uncultured marine bacterium	(uncultured marine bacterium)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1286	Bacteria	Myxococcota	Polyangia	Blfdi19	uncultured Nannocystineae bacterium	(uncultured Nannocystineae bacterium)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1287	Bacteria	Myxococcota	Polyangia	Blfdi19	uncultured prokaryote	(uncultured prokaryote)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1288	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0	7	4	0	0	1	1	0	7	0	2	0	0	1	1	4	0	18	3	1	3	0	26
1289	Bacteria	Myxococcota	Polyangia	MidBa8	(MidBa8)	(MidBa8)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1290	Bacteria	Myxococcota	Polyangia	MidBa8	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1291	Bacteria	Myxococcota	Polyangia	mle1-27	(mle1-27)	(mle1-27)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1292	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	(Nannocystaceae)	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	2	0	22	5	125	3	3	62
1293	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Enhygromyxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
1294	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	11	0	1	0	0	5
1295	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	uncultured	0	1	0	0	0	0	1	0	2	0	0	0	1	2	0	6	0	11	3	3	0	1	29
1296	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	uncultured bacterium	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
1297	Bacteria	Myxococcota	Polyangia	Polyangiales	(Polyangiales)	(Polyangiales)	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	16	0	0	3	1	18
1298	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	(BIrii41)	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
1299	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	metagenome	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1300	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	uncultured bacterium	0	0	0	0	0	6	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
1301	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	uncultured Polyangiaceae bacterium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	Bacteria	Myxococcota	Polyangia	Polyangiales	Eel-36e1D6	(Eel-36e1D6)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	12
1303	Bacteria	Myxococcota	Polyangia	Polyangiales	Eel-36e1D6	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1304	Bacteria	Myxococcota	Polyangia	Polyangiales	Eel-36e1D6	uncultured organism	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1306	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	(Polyangiaceae)	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	4
1307	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
1308	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	2
1309	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1310	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	(Sandaracinaceae)	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	7	1	0	1	1	24
1311	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	2	2	1	1	2	38
1312	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	0	1	0	0	3	1	1	0	1	0	3	0	0	7	1	0	2	16	1	18	5	7	49
1313	Bacteria	Myxococcota	Polyangia	UASB-TL25	(UASB-TL25)	(UASB-TL25)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1314	Bacteria	Myxococcota	Polyangia	UASB-TL25	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1315	Bacteria	Myxococcota	Polyangia	UASB-TL25	uncultured delta proteobacterium	(uncultured delta proteobacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1316	Bacteria	Myxococcota	Polyangia	UASB-TL25	uncultured organism	(uncultured organism)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1317	Bacteria	Myxococcota	Polyangia	VHS-B3-70	(VHS-B3-70)	(VHS-B3-70)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1318	Bacteria	Myxococcota	Polyangia	VHS-B4-70	(VHS-B4-70)	(VHS-B4-70)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1319	Bacteria	NB1-j	(NB1-j)	(NB1-j)	(NB1-j)	(NB1-j)	4	11	3	6	5	6	5	0	5	1	34	1	0	1	0	2	0	3	1	5	0	2	68
1320	Bacteria	NB1-j	metagenome	(metagenome)	(metagenome)	(metagenome)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1321	Bacteria	NB1-j	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	(uncultured bacterium)	1	1	0	2	0	3	1	0	3	0	24	0	0	1	0	0	0	1	1	0	1	0	31
1322	Bacteria	NB1-j	uncultured deep-sea bacterium	(uncultured deep-sea bacterium)	(uncultured deep-sea bacterium)	(uncultured deep-sea bacterium)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1323	Bacteria	NB1-j	uncultured delta proteobacterium	(uncultured delta proteobacterium)	(uncultured delta proteobacterium)	(uncultured delta proteobacterium)	1	1	2	0	0	5	4	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	2
1324	Bacteria	NB1-j	uncultured myxobacterium HF0200_01L06	(uncultured myxobacterium HF0200_01L06)	(uncultured myxobacterium HF0200_01L06)	(uncultured myxobacterium HF0200_01L06)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1325	Bacteria	Nitrospinota	MT5B39	(MT5B39)	(MT5B39)	(MT5B39)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1326	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	(Nitrospinaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
1327	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1328	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	6
1329	Bacteria	Nitrospinota	P9X2b3D02	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
1330	Bacteria	Nitrospirota	4-29-1	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1331	Bacteria	Nitrospirota	Leptospirillia	Leptospirillales	Leptospirillaceae	Leptospirillum	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	1	0	1	0	0	1
1332	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	0	6	0	0	0	1	0	0	1	0	0	0	2	2	0	3	0	7	5	3	0	0	134
1333	Bacteria	Nitrospirota	Thermodesulfovibrionia	uncultured	(uncultured)	(uncultured)	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1334	Bacteria	Nitrospirota	Thermodesulfovibrionia	uncultured	saltmarsh clone LCP-6	(saltmarsh clone LCP-6)	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1335	Bacteria	Nitrospirota	Thermodesulfovibrionia	uncultured	uncultured bacterium	(uncultured bacterium)	19	6	0	5	1	4	3	0	1	2	0	0	1	0	0	1	0	1	0	0	2	0	1
1336	Bacteria	Nitrospirota	Thermodesulfovibrionia	uncultured	uncultured Nitrospiraceae bacterium	(uncultured Nitrospiraceae bacterium)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1337	Bacteria	NKB15	uncultured organism	(uncultured organism)	(uncultured organism)	(uncultured organism)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
1338	Bacteria	Patescibacteria	(Patescibacteria)	(Patescibacteria)	(Patescibacteria)	(Patescibacteria)	1	1	0	1	0	1	0	0	1	0	2	0	2	2	1	0	0	5	0	1	2	2	2
1339	Bacteria	Patescibacteria	ABY1	(ABY1)	(ABY1)	(ABY1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	4
1340	Bacteria	Patescibacteria	ABY1	Candidatus Buchananbacteria	(Candidatus Buchananbacteria)	(Candidatus Buchananbacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1341	Bacteria	Patescibacteria	ABY1	Candidatus Buchananbacteria	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1342	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
1343	Bacteria	Patescibacteria	ABY1	Candidatus Jacksonbacteria	Parcubacteria group bacterium GW2011_GWA2_47_26	(Parcubacteria group bacterium GW2011_GWA2_47_26)	0	0	0	0	0	0	0	0	5	0	0	3	0	1	0	0	0	0	0	0	1	0	0
1344	Bacteria	Patescibacteria	ABY1	Candidatus Kerfeldbacteria	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
1345	Bacteria	Patescibacteria	ABY1	Candidatus Kuenenbacteria	Parcubacteria bacterium SCGC AAA011-N16	(Parcubacteria bacterium SCGC AAA011-N16)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1346	Bacteria	Patescibacteria	ABY1	Candidatus Kuenenbacteria	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1347	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	(Candidatus Magasanikbacteria)	(Candidatus Magasanikbacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1348	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1349	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	(Candidatus Uhrbacteria)	(Candidatus Uhrbacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
1350	Bacteria	Patescibacteria	CPR2	uncultured eubacterium WCHB1-60	(uncultured eubacterium WCHB1-60)	(uncultured eubacterium WCHB1-60)	0	1	0	0	0	0	1	0	8	2	2	15	0	2	0	0	0	0	2	0	10	0	0
1351	Bacteria	Patescibacteria	Dojkabacteria	uncultured candidate division WS6 bacterium	(uncultured candidate division WS6 bacterium)	(uncultured candidate division WS6 bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1352	Bacteria	Patescibacteria	Gracilibacteria	(Gracilibacteria)	(Gracilibacteria)	(Gracilibacteria)	7	4	6	0	0	0	0	0	0	0	0	0	2	8	1	2	0	300	0	0	7	0	51
1353	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	(Absconditabacteriales (SR1))	(Absconditabacteriales (SR1))	1	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0
1354	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	uncultured organism	(uncultured organism)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1355	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	(Candidatus Peregrinibacteria)	(Candidatus Peregrinibacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
1356	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	Candidatus Peregrinibacteria bacterium GW2011_GWA2_44_7	(Candidatus Peregrinibacteria bacterium GW2011_GWA2_44_7)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1357	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	marine metagenome	(marine metagenome)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1358	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	uncultured bacterium	(uncultured bacterium)	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	1	0	1	0	0
1359	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	uncultured organism	(uncultured organism)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
1360	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	(Candidatus Peribacteria)	(Candidatus Peribacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1361	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1
1362	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	(JGI 0000069-P22)	(JGI 0000069-P22)	0	0	0	0	0	1	0	0	0	0	0	0	0	16	1	7536	0	78	8	0	4	983	39
1363	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	bioreactor metagenome	(bioreactor metagenome)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	348	0	0	0	0	0	42	0
1364	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	marine metagenome	(marine metagenome)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
1365	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	415	0	36	6	0	1	43	19
1366	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	uncultured Epsilonproteobacteria bacterium	(uncultured Epsilonproteobacteria bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	6	0
1367	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	uncultured marine bacterium	(uncultured marine bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
