OTU	Domain	Phylum	Class	Order	Family	Genus	MDBC01_rep	MDBC03_rep	MDBC04_rep	MDBC05_rep	MDBC06_rep	MDBC09_rep	MDBC11_rep	MDBC18_rep	MDBC21_rep	MDBC28_rep	MDBC29_rep	MDBC30_rep	MDBC32_rep	MDBC33_rep	MDBC34_rep	MDBC35_rep	MDBC36_rep	MDBC37_rep	MDBC38_rep	MDBC42_rep	MDBC44_rep	MDBC45_rep	MDBC46_rep
138	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
139	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	4	3	2	0	1	2	5	15	19	5	3	1	2	1	0	3	2	1	0	5	0	1	0
140	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Yaniella	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	(Micromonosporaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
143	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
144	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
147	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	(Nitriliruptoraceae)	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	uncultured actinobacterium	2	1	0	1	2	3	0	3	0	0	0	1	0	2	1	2	3	0	0	2	1	1	0
149	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	uncultured bacterium	4	1	0	2	4	6	0	1	3	1	1	0	1	2	2	0	3	0	0	1	0	2	1
150	Bacteria	Actinobacteriota	Actinobacteria	PeM15	(PeM15)	(PeM15)	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
151	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	(Propionibacteriales)	(Propionibacteriales)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
152	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	(Nocardioidaceae)	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
153	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
154	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	0	0	0	15	0	3	1	1	0	0	0	1	1	1	2	1	0	15	0	0	0	1	0
157	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	(Propionibacteriaceae)	6	4	3	6	6	0	1	7	7	0	0	2	0	0	12	1	7	3	2	0	0	3	4
158	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	0	3	0	0	1	0	0	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0
159	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	217	235	81	99	111	80	89	45	397	12	78	87	47	56	272	70	307	83	45	37	34	158	66
160	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
161	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
163	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0
164	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	uncultured	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	(Pseudonocardiaceae)	0	0	0	5	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	2
166	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	1	2	0	23	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
167	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinopolyspora	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
168	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	0	0	0	15	0	1	0	1	0	0	0	5	0	0	0	0	0	7	2	0	1	0	57
169	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
170	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
171	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	(Streptomycetaceae)	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	4	4	5	1	7	35	2	17	4	2	0	1	3	3	3	4	1	1	2	0	2	20	5
174	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	(Streptosporangiales)	(Streptosporangiales)	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
175	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	(Nocardiopsaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
176	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Lipingzhangella	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
177	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
178	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
179	Bacteria	Actinobacteriota	Coriobacteriia	CG2-30-50-142	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
180	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	(Atopobiaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
181	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0
182	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
183	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Phoenicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
184	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Raoultibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
185	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
186	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	(Eggerthellaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
187	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
188	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Paraeggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
189	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
190	Bacteria	Actinobacteriota	Coriobacteriia	FS118-23B-02	marine sediment metagenome	(marine sediment metagenome)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
191	Bacteria	Actinobacteriota	RBG-16-55-12	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	0	0	0	0	0	60	0	0
193	Bacteria	Actinobacteriota	Thermoleophilia	(Thermoleophilia)	(Thermoleophilia)	(Thermoleophilia)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
194	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	(Gaiellales)	(Gaiellales)	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
195	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	(uncultured)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	14
196	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	14	6	0	2	0	29
197	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	(Solirubrobacteraceae)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
200	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
201	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	Bacteria	Actinobacteriota	WCHB1-81	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
203	Bacteria	Aerophobota	Aerophobia	Aerophobales	(Aerophobales)	(Aerophobales)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
204	Bacteria	AncK6	(AncK6)	(AncK6)	(AncK6)	(AncK6)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
205	Bacteria	Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	(Hydrogenothermaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
206	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	(Fimbriimonadales)	(Fimbriimonadales)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
207	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	(Fimbriimonadaceae)	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
208	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
209	Bacteria	Armatimonadota	uncultured	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	Bacteria	Bacteroidota	(Bacteroidota)	(Bacteroidota)	(Bacteroidota)	(Bacteroidota)	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	65	1	0	3	1	10
211	Bacteria	Bacteroidota	Bacteroidia	(Bacteroidia)	(Bacteroidia)	(Bacteroidia)	22	34	10	26	8	33	66	34	6	12	13	3	7	308	113	349	19	3062	52	16	163	1682	750
212	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	(Bacteroidales)	(Bacteroidales)	0	0	1	2	0	2	2	3	0	0	0	0	1	8	2	38	0	103	3	0	10	61	18
213	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0	0	0	2	0	1	0	0	0	0	0	0	5	5	4	17	0	2	0	0	0	14	2
214	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	(Bacteroidetes BD2-2)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	131	0	1	10	0	31
215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	uncultured bacterium	0	3	1	0	1	0	2	2	0	0	2	0	0	1	0	1	1	2	0	0	2	23	1
216	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	uncultured organism	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
217	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	COB P4-1 termite group	(COB P4-1 termite group)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
218	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	(Dysgonomonadaceae)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
220	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
221	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	(Marinifilaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	4	3
222	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	19	0	143	1	0	5	47	26
223	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	uncultured	0	0	1	0	0	0	0	0	0	0	0	0	4	1	3	22	0	31	0	3	0	45	13
225	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	(Marinilabiliaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0
226	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Marinilabilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
227	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3
228	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
229	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	uncultured Bacteroidetes bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
230	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5 gut group	uncultured rumen bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
231	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	(Paludibacteraceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
232	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	F0058	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
233	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
234	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	1	1	0	1	2	3	0	2	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0
235	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	(Prevotellaceae)	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	1
236	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	1	0	0	1	1	0	0	2	0	0	0	0	0	1	25	0	0	0	1	0	0	0	0
237	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0	0	0	0	1	0	3	0	0	1	2	0	0	0	2	0	0	0	0	0	1	1
238	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
239	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
240	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	(Prolixibacteraceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
241	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
242	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
243	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
244	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
245	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
246	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	(Rikenellaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1
247	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
248	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	M2PB4-61 termite group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0
249	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	3	1
250	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	0	0	0	0	0	0	0	0	0	0	2	0	0	1	16	1	0	6	3	2	28	0	6
251	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
252	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Candidatus Vestibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1
253	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0
254	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	uncultured	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
255	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	(Bacteroidetes VC2.1 Bac22)	(Bacteroidetes VC2.1 Bac22)	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10	0	1	0	0	2	59	1
256	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	marine metagenome	(marine metagenome)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
257	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0
258	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	uncultured Bacteroidetes bacterium	(uncultured Bacteroidetes bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
259	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	(Chitinophagales)	(Chitinophagales)	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	6	0	61	5	1	27	13	18
260	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	(37-13)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	1	0
261	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	uncultured Bacteroidetes bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	3	0	83	0	0	13	36	25
262	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	(Chitinophagaceae)	24	15	5	21	18	16	8	35	13	5	4	2	6	23	24	11	16	6	10	4	12	15	18
263	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
264	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	0	0	0	4	0	0	0	1	0	0	0	0	0	4	0	5	0	1	0	0	2	2	2
265	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
266	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
268	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
269	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
270	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	2	2	2
271	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
272	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	(Saprospiraceae)	0	0	2	0	0	3	9	0	0	0	0	0	5	18	131	33	3	861	40	9	134	37	363
273	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira	0	0	1	0	1	1	8	0	0	0	0	0	0	17	32	163	7	1390	66	12	94	75	322
274	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
275	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	0	0	0	0	1	6	0	0	0	1	0	0	0	4	2	10	0	60	2	1	8	12	12
